candidate_id,job_role,education_level,years_experience,technical_skill_score,aptitude_score,communication_score,interview_score,internship_experience,projects_count,project_quality_score,certifications_count,certification_prestige_score,competition_awards_count,ats_score,linkedin_profile_score,github_coding_profile_score,relocation_preference,age,gender,selected
181,Strategy Consultant,Bachelor's,6.7,48.2,77.1,47.0,70.4,0,4,51.7,3,42.8,0.0,82.5,6.1,3.3,Yes,29,Male,1
182,Strategy Consultant,Bachelor's,4.1,91.8,56.9,72.6,57.2,1,2,51.1,0,28.4,0.0,55.6,3.4,3.0,No,29,Male,0
183,Data Analyst,High School,3.9,78.3,92.3,45.1,35.0,0,3,49.6,3,63.3,1.0,71.5,1.2,5.9,Open to Remote,28,Male,0
184,Data Analyst,Bachelor's,3.0,70.6,60.2,79.1,80.3,1,4,30.4,2,35.6,0.0,48.0,5.4,8.2,Open to Remote,27,Female,0
185,Sales Executive,High School,1.8,26.6,57.7,100.0,73.2,0,1,52.2,1,20.3,0.0,54.2,6.9,0.5,No,30,Male,0
186,Sales Executive,High School,7.0,13.2,47.7,100.0,32.5,0,3,41.2,2,39.7,1.0,34.8,6.5,3.5,No,25,Male,0
187,Data Analyst,Master's,8.9,65.6,77.4,65.4,67.6,1,4,82.9,2,27.3,1.0,29.9,7.3,4.0,Yes,45,Male,1
188,Software Engineer,Bachelor's,0.0,68.5,57.8,48.1,76.5,1,3,55.5,5,60.5,0.0,44.6,5.9,10.0,No,21,Female,0
189,Sales Executive,Bachelor's,3.0,41.0,48.7,79.8,44.0,1,2,36.7,1,20.8,1.0,57.6,3.0,0.0,Yes,25,Male,1
190,Software Engineer,Master's,2.0,64.3,62.6,40.9,56.8,1,2,39.3,2,55.4,0.0,32.7,9.5,4.4,No,26,Female,0
191,Strategy Consultant,Bachelor's,2.0,38.8,64.5,100.0,74.0,0,3,62.0,1,50.1,0.0,51.1,1.5,0.0,Open to Remote,41,Female,0
192,Software Engineer,Master's,10.5,55.3,81.1,72.9,52.1,1,5,52.1,4,41.6,0.0,60.0,4.4,10.0,Open to Remote,21,Female,0
193,Software Engineer,Bachelor's,6.5,90.8,46.1,59.6,59.7,0,0,54.2,2,73.1,0.0,69.2,3.5,10.0,No,32,Female,0
194,Strategy Consultant,PhD,2.0,36.7,71.4,85.0,43.7,0,2,43.7,2,35.6,0.0,63.8,7.5,0.0,No,30,Male,0
195,Software Engineer,PhD,3.0,65.9,66.3,47.6,57.6,0,0,21.0,1,32.9,1.0,96.9,2.9,5.5,Yes,31,Female,0
196,Software Engineer,Bachelor's,0.4,69.4,63.1,38.4,47.2,1,5,62.8,0,46.3,0.0,31.7,6.8,1.7,No,36,Female,0
197,Sales Executive,High School,9.0,55.6,69.5,41.8,57.4,0,1,42.9,0,57.9,1.0,46.1,6.4,0.0,Open to Remote,36,Male,0
198,Strategy Consultant,Bachelor's,4.0,37.2,49.4,71.2,60.4,1,0,25.6,2,55.0,0.0,47.9,7.9,0.4,Yes,26,Female,0
199,Software Engineer,Master's,6.0,84.7,73.5,51.9,86.5,0,1,85.5,1,28.3,0.0,50.9,0.7,6.4,Open to Remote,30,Male,1
200,Data Analyst,Master's,0.0,56.3,49.3,67.8,86.2,1,4,65.1,3,30.9,0.0,77.2,5.1,0.4,No,21,Female,0
201,Sales Executive,Bachelor's,8.0,42.6,47.4,75.2,57.9,1,3,47.3,1,30.8,0.0,75.3,8.4,0.0,Yes,30,Female,1
202,Strategy Consultant,Bachelor's,2.0,74.6,51.8,77.1,64.8,1,2,47.8,1,36.5,1.0,100.0,4.2,5.1,No,24,Female,0
203,Data Analyst,Bachelor's,6.0,50.5,63.0,72.2,57.3,1,3,49.0,0,25.8,0.0,49.6,6.1,7.5,Yes,28,Male,0
204,Software Engineer,PhD,0.0,80.8,56.3,33.1,45.2,1,2,45.3,4,40.9,0.0,37.0,6.1,7.3,Open to Remote,21,Female,1
205,Software Engineer,Master's,6.3,85.1,89.6,68.0,85.8,0,5,60.7,4,30.3,0.0,56.5,6.0,7.4,No,31,Female,1
206,Software Engineer,Bachelor's,0.0,74.6,68.6,48.9,57.9,1,3,71.2,1,28.4,0.0,39.1,4.8,7.0,Yes,21,Male,0
207,Software Engineer,Bachelor's,2.4,68.2,71.6,62.8,73.5,0,4,92.2,0,4.0,0.0,73.5,7.0,6.7,No,30,Female,0
208,Sales Executive,High School,0.8,76.9,38.4,90.3,58.8,0,5,65.0,0,0.0,0.0,74.1,7.7,1.0,Yes,22,Female,1
209,Software Engineer,Bachelor's,2.0,69.8,76.1,70.4,66.3,0,3,66.7,4,27.2,0.0,72.7,6.1,3.5,No,24,Female,0
210,Data Analyst,PhD,0.2,68.1,92.6,61.9,78.5,0,1,34.5,2,21.9,0.0,98.7,4.3,4.4,Open to Remote,36,Other,0
211,Sales Executive,High School,6.8,40.0,68.0,77.7,60.1,0,6,69.9,3,22.0,0.0,50.2,5.0,0.0,No,33,Male,1
212,Sales Executive,Bachelor's,8.5,47.3,35.3,88.4,35.0,1,6,46.6,3,42.0,0.0,38.8,8.0,0.5,Open to Remote,36,Male,0
213,Software Engineer,Master's,1.0,84.5,58.0,32.5,58.2,1,5,60.0,0,0.0,0.0,60.1,4.1,7.9,Yes,38,Male,1
214,Strategy Consultant,Bachelor's,2.0,45.9,73.6,55.7,48.0,1,1,23.8,3,14.3,0.0,31.9,9.4,0.0,Yes,24,Male,0
215,Sales Executive,High School,0.9,13.4,46.3,70.8,57.5,1,3,39.4,3,62.4,1.0,29.4,10.0,1.6,No,38,Male,0
216,Sales Executive,Bachelor's,0.0,52.7,93.0,55.0,77.2,0,5,44.8,2,48.9,0.0,53.3,5.6,0.8,Yes,21,Female,1
217,Software Engineer,Bachelor's,7.5,53.8,57.8,50.9,26.6,0,1,1.8,0,22.3,0.0,63.2,3.9,8.0,No,33,Male,0
218,Software Engineer,Master's,2.0,81.1,64.3,50.1,74.8,0,2,31.7,0,44.1,0.0,43.5,6.4,7.8,Yes,26,Female,0
219,Strategy Consultant,Bachelor's,1.0,50.0,63.0,71.3,66.0,1,1,37.9,2,15.8,0.0,26.1,7.1,0.0,No,23,Male,0
220,Data Analyst,Master's,2.6,79.1,71.5,59.1,52.0,0,0,29.5,0,30.8,0.0,73.9,5.4,1.9,No,33,Male,0
221,Data Analyst,Master's,0.2,50.8,88.7,76.0,81.5,1,2,36.8,4,40.1,1.0,35.1,6.7,2.0,Open to Remote,35,Female,1
222,Data Analyst,Master's,1.2,57.0,69.7,68.6,49.5,1,4,65.9,3,28.3,0.0,57.1,6.9,3.0,No,34,Female,0
223,Sales Executive,Bachelor's,3.0,39.9,51.7,73.9,69.1,0,3,35.2,5,55.5,1.0,72.7,5.5,2.8,No,30,Male,0
224,Strategy Consultant,Master's,1.4,27.8,55.9,65.0,41.5,1,3,44.9,4,26.2,0.0,63.0,4.8,2.6,No,30,Female,0
225,Software Engineer,Master's,6.8,86.7,83.1,54.3,56.1,0,0,84.5,2,57.1,0.0,73.4,1.8,6.0,Open to Remote,32,Male,0
226,Strategy Consultant,Master's,7.0,25.6,69.8,69.6,79.7,1,6,56.8,0,7.8,0.0,68.1,3.1,0.3,Yes,31,Male,0
227,Software Engineer,Bachelor's,4.6,86.5,62.2,92.8,62.9,0,5,72.3,2,6.2,0.0,66.3,3.6,4.1,Yes,32,Male,1
228,Sales Executive,High School,1.0,51.4,19.9,53.1,32.9,1,0,42.3,1,28.3,2.0,30.6,6.3,0.0,Yes,30,Female,0
229,Sales Executive,Bachelor's,8.7,42.0,53.1,61.1,44.7,0,5,47.9,1,35.5,0.0,99.6,8.6,1.9,No,34,Male,0
230,Software Engineer,Bachelor's,0.0,75.2,59.0,38.9,52.2,1,5,61.9,3,19.4,0.0,67.6,6.7,6.0,Open to Remote,21,Female,0
231,Software Engineer,Master's,3.5,74.8,37.6,59.0,66.5,0,2,52.7,6,55.6,0.0,68.1,6.4,6.3,Open to Remote,28,Female,1
232,Data Analyst,Bachelor's,0.0,59.0,82.8,63.4,68.4,1,2,53.2,2,27.0,0.0,58.2,5.1,6.5,Yes,21,Male,0
233,Strategy Consultant,Bachelor's,1.2,54.5,64.0,61.4,71.8,1,3,37.6,1,4.8,0.0,19.5,10.0,2.0,Open to Remote,31,Female,0
234,Sales Executive,High School,2.6,56.0,83.4,88.4,80.0,0,0,46.8,3,19.5,1.0,36.5,4.6,0.5,Yes,39,Male,0
235,Strategy Consultant,Master's,2.0,35.8,93.2,75.5,46.8,1,3,76.6,3,34.7,0.0,81.7,6.0,3.6,Yes,26,Male,1
236,Strategy Consultant,Master's,4.3,55.2,61.2,84.1,73.7,0,2,14.1,2,49.3,1.0,15.2,7.2,0.0,Yes,30,Male,0
237,Data Analyst,Master's,4.7,25.6,88.5,78.1,65.7,1,3,52.7,1,39.3,0.0,44.0,3.3,2.9,No,34,Male,0
238,Sales Executive,Bachelor's,0.0,16.1,79.2,43.0,36.9,1,3,41.2,5,28.3,0.0,49.3,6.4,0.0,Yes,21,Male,0
239,Software Engineer,Bachelor's,2.2,78.5,56.6,65.3,92.2,0,1,44.2,2,46.3,0.0,52.5,2.6,9.6,No,26,Male,0
240,Software Engineer,Bachelor's,0.6,63.7,49.5,35.6,56.9,1,3,63.0,3,66.5,0.0,96.3,4.8,5.6,No,31,Female,0
241,Strategy Consultant,Master's,0.0,37.2,39.7,73.7,62.0,0,2,68.0,2,12.5,2.0,18.5,9.5,1.0,Yes,21,Male,0
242,Sales Executive,High School,3.2,44.2,60.7,73.9,71.3,0,2,49.9,2,44.3,0.0,36.4,7.3,5.1,Open to Remote,23,Male,0
243,Software Engineer,High School,0.6,64.1,50.4,54.5,51.6,1,3,74.5,2,29.9,0.0,62.4,9.4,5.3,No,36,Female,0
244,Data Analyst,Bachelor's,2.1,50.2,74.2,41.9,62.1,0,3,52.4,1,17.2,0.0,60.4,8.3,5.3,Open to Remote,35,Male,0
245,Sales Executive,Bachelor's,4.0,20.4,46.5,90.5,56.6,0,2,44.7,1,28.3,1.0,47.1,4.0,1.2,No,31,Female,0
246,Strategy Consultant,Master's,2.4,20.5,60.3,50.6,36.3,1,5,46.4,3,52.9,0.0,50.5,4.2,1.1,Open to Remote,34,Female,0
247,Sales Executive,Bachelor's,3.9,56.1,46.6,86.3,49.2,0,1,43.5,2,4.4,0.0,41.2,9.9,3.0,Yes,30,Male,1
248,Data Analyst,Master's,2.3,58.7,48.5,38.5,48.9,1,3,50.7,0,15.7,1.0,47.8,5.3,5.8,Open to Remote,32,Male,0
249,Data Analyst,Bachelor's,5.0,79.5,59.6,59.7,73.6,0,4,69.8,1,15.3,0.0,38.8,2.6,5.4,No,27,Male,0
250,Data Analyst,Master's,1.5,58.5,57.0,87.1,68.3,1,8,55.8,2,30.1,1.0,62.5,7.4,8.7,No,30,Male,1
251,Sales Executive,Bachelor's,3.0,50.3,54.8,100.0,66.9,1,1,21.0,2,25.9,0.0,18.5,10.0,0.0,Yes,25,Male,1
252,Strategy Consultant,Bachelor's,3.7,48.1,73.6,45.7,55.2,0,3,73.8,0,0.6,0.0,24.7,9.5,0.0,Yes,37,Female,0
253,Data Analyst,PhD,6.6,65.7,51.9,49.4,52.4,1,1,70.8,0,53.4,0.0,73.9,6.1,4.9,Yes,38,Female,0
254,Software Engineer,Bachelor's,2.7,71.4,81.5,47.2,84.6,1,4,34.3,2,0.0,0.0,46.0,7.9,8.2,Open to Remote,37,Male,0
255,Software Engineer,Master's,3.0,63.3,62.6,88.8,75.3,1,2,40.8,2,41.1,0.0,100.0,6.5,6.9,No,27,Female,1
256,Sales Executive,Master's,0.0,26.6,77.5,74.0,52.6,0,0,14.5,2,41.2,0.0,37.3,5.1,0.0,Open to Remote,23,Male,0
257,Strategy Consultant,Master's,1.6,61.5,75.6,86.1,52.6,1,3,61.0,4,45.2,0.0,46.2,8.7,3.8,No,37,Female,0
258,Software Engineer,Bachelor's,3.5,93.9,66.0,59.5,71.1,1,4,70.7,6,63.2,0.0,89.8,5.1,8.8,No,32,Female,0
259,Software Engineer,Bachelor's,1.1,94.9,57.6,37.0,56.5,1,4,84.7,2,42.4,0.0,83.3,9.2,5.7,No,31,Male,0
260,Sales Executive,High School,5.0,36.7,64.2,47.1,41.2,0,3,24.7,2,19.1,0.0,45.2,6.3,4.6,Yes,25,Male,0
261,Software Engineer,Bachelor's,2.3,59.0,65.5,45.8,67.6,0,3,62.0,3,29.3,0.0,52.9,5.0,6.1,No,32,Male,1
262,Strategy Consultant,Master's,0.0,41.7,84.9,100.0,76.0,0,4,50.5,4,37.3,0.0,70.5,4.3,0.4,Yes,22,Female,0
263,Data Analyst,Bachelor's,2.9,62.4,92.1,63.9,51.6,1,3,43.4,0,25.2,0.0,59.6,7.0,1.6,Yes,33,Male,0
264,Software Engineer,Bachelor's,10.5,69.2,54.1,70.8,72.7,0,1,54.7,0,26.0,1.0,50.6,9.3,7.6,Open to Remote,37,Female,0
265,Strategy Consultant,Master's,3.2,35.0,81.2,48.7,34.7,0,2,38.1,1,1.7,0.0,45.1,6.1,5.2,Yes,39,Male,0
266,Software Engineer,Bachelor's,2.9,47.8,73.8,50.1,64.7,1,2,44.5,6,56.5,0.0,91.4,5.7,10.0,Open to Remote,33,Male,0
267,Software Engineer,Master's,0.0,70.7,71.9,66.7,64.0,1,4,89.3,2,17.5,0.0,51.4,4.6,6.2,Yes,21,Female,1
268,Software Engineer,Bachelor's,7.7,17.0,58.5,38.6,38.1,0,8,74.4,2,11.1,1.0,37.9,4.2,5.8,Open to Remote,30,Male,1
269,Software Engineer,Bachelor's,4.3,68.5,58.8,54.0,60.2,1,5,100.0,0,6.4,1.0,56.3,8.0,7.0,No,42,Male,1
270,Software Engineer,Master's,0.0,55.8,56.2,41.8,49.2,1,3,12.8,5,28.5,0.0,55.2,4.2,10.0,Open to Remote,24,Female,0
271,Software Engineer,Bachelor's,7.0,81.7,55.9,67.4,71.5,1,3,62.3,4,7.8,2.0,45.6,1.3,7.5,No,29,Male,0
272,Software Engineer,Bachelor's,2.8,85.7,52.4,61.0,68.0,1,1,31.7,4,45.5,0.0,93.4,10.0,8.8,Open to Remote,37,Female,1
273,Software Engineer,High School,1.2,86.1,63.4,65.3,94.4,0,0,29.1,4,62.7,1.0,54.2,6.1,8.5,Yes,33,Other,0
274,Sales Executive,Master's,10.5,39.8,43.6,88.1,60.5,1,5,50.1,0,9.7,2.0,60.0,6.3,3.5,Open to Remote,44,Male,1
275,Sales Executive,Bachelor's,3.0,28.0,61.5,71.6,56.3,1,2,57.0,1,28.3,0.0,79.9,5.7,2.9,Yes,25,Female,0
276,Data Analyst,PhD,0.0,52.8,68.9,75.0,56.9,1,4,52.5,2,45.3,1.0,46.6,6.6,3.6,Yes,23,Male,0
277,Data Analyst,Bachelor's,5.4,69.3,70.5,51.2,67.9,0,4,44.2,2,12.5,0.0,65.5,3.2,5.3,No,36,Female,0
278,Data Analyst,Bachelor's,0.0,40.3,63.9,69.4,45.3,0,2,56.0,1,6.3,1.0,25.7,4.3,4.0,No,22,Other,0
279,Strategy Consultant,PhD,0.0,70.9,73.0,40.4,74.7,1,2,32.0,2,1.2,1.0,42.4,7.4,3.1,Yes,28,Female,0
280,Strategy Consultant,PhD,1.0,45.0,68.3,58.8,39.0,1,5,93.6,2,34.5,0.0,54.3,4.8,2.1,No,29,Female,0
281,Software Engineer,Bachelor's,4.5,77.5,76.7,89.7,71.4,1,2,32.0,2,40.0,0.0,51.7,3.2,8.2,No,35,Male,1
282,Software Engineer,Bachelor's,0.6,43.3,58.4,64.2,35.6,1,3,45.8,1,22.7,1.0,66.2,4.5,7.8,No,33,Female,0
283,Software Engineer,Master's,8.0,56.1,70.6,64.2,68.3,0,2,83.5,0,0.3,0.0,44.1,4.9,3.7,Yes,32,Male,0
284,Software Engineer,Master's,1.3,41.4,45.4,42.6,37.9,0,0,26.6,3,35.1,0.0,45.5,5.0,8.2,No,27,Female,0
285,Sales Executive,Master's,7.4,60.3,65.7,58.6,69.6,0,3,63.7,3,50.5,0.0,43.0,6.5,0.0,Yes,36,Male,1
286,Data Analyst,Bachelor's,4.2,62.6,59.6,56.0,47.7,1,4,60.8,2,41.5,0.0,78.3,6.1,2.8,No,53,Male,0
287,Software Engineer,Bachelor's,0.7,78.6,51.3,54.0,68.2,0,1,49.6,4,53.9,0.0,56.1,4.1,9.5,No,33,Male,0
288,Data Analyst,Master's,3.3,66.0,50.9,88.7,76.4,0,3,43.1,2,35.9,1.0,44.0,6.1,4.2,Open to Remote,30,Male,1
289,Data Analyst,Bachelor's,0.0,72.0,49.7,75.3,69.0,0,3,67.8,5,73.5,0.0,41.0,4.3,2.0,No,21,Male,1
290,Software Engineer,Bachelor's,0.9,64.9,57.8,56.6,60.2,0,3,81.4,3,17.0,0.0,34.8,5.3,5.6,Open to Remote,25,Male,0
291,Strategy Consultant,Bachelor's,5.0,46.9,94.5,71.0,71.3,0,4,23.1,1,10.4,0.0,65.9,5.2,2.6,Yes,28,Female,1
292,Software Engineer,Bachelor's,4.0,68.6,55.4,66.4,52.9,1,5,53.9,3,17.8,1.0,55.9,1.9,6.0,No,26,Female,1
293,Strategy Consultant,Master's,3.5,56.1,38.9,50.2,36.0,1,4,50.9,5,42.4,1.0,100.0,7.1,3.4,No,29,Male,0
294,Software Engineer,Bachelor's,2.7,76.5,70.5,26.2,63.6,0,2,39.0,1,51.8,0.0,48.5,7.6,9.0,Yes,40,Female,0
295,Strategy Consultant,Master's,5.3,92.2,55.3,81.2,72.9,0,3,77.2,1,7.3,1.0,32.3,7.0,3.2,No,36,Male,0
296,Strategy Consultant,Master's,0.1,75.2,84.2,71.1,81.9,1,6,67.7,4,28.7,0.0,54.8,4.0,2.4,Yes,28,Female,0
297,Strategy Consultant,Master's,0.0,23.3,65.7,50.3,64.1,1,4,52.4,2,0.0,0.0,91.3,3.8,0.0,Yes,22,Male,0
298,Strategy Consultant,PhD,2.6,47.9,67.9,38.6,45.2,1,2,73.2,4,56.2,0.0,59.3,8.2,0.4,Open to Remote,37,Female,0
299,Sales Executive,Master's,3.6,38.9,73.0,88.4,59.3,0,3,17.4,3,35.7,0.0,48.3,7.8,2.0,No,29,Male,1
300,Sales Executive,PhD,0.0,64.2,64.3,67.2,61.4,1,4,69.0,1,50.1,0.0,45.6,7.3,0.0,No,21,Male,0
301,Sales Executive,High School,0.5,40.3,36.3,81.0,53.8,1,4,53.9,1,50.2,0.0,43.8,8.7,2.1,No,33,Female,0
302,Software Engineer,Bachelor's,1.4,77.0,48.5,51.0,66.7,1,3,58.9,2,6.9,0.0,83.4,6.8,9.3,No,35,Female,0
303,Data Analyst,Bachelor's,0.0,29.9,41.2,59.5,43.3,0,2,24.7,4,41.8,0.0,30.9,5.8,2.5,No,21,Female,0
304,Data Analyst,Bachelor's,2.0,42.3,100.0,51.1,87.6,1,6,61.8,1,47.6,2.0,51.3,8.3,1.0,No,24,Male,1
305,Strategy Consultant,Master's,1.4,81.4,59.1,68.9,75.4,0,3,62.3,2,14.5,1.0,63.4,9.9,1.2,Yes,28,Male,0
306,Data Analyst,Bachelor's,10.5,65.8,85.5,68.7,82.1,0,2,48.4,2,48.8,0.0,56.7,8.1,10.0,Open to Remote,33,Female,1
307,Data Analyst,Bachelor's,2.7,50.0,60.0,55.9,54.6,0,2,59.5,3,0.0,0.0,46.4,7.0,4.9,Open to Remote,26,Male,0
308,Sales Executive,Bachelor's,2.0,48.6,38.8,70.0,65.3,1,3,32.9,3,35.0,0.0,23.2,7.2,0.0,Open to Remote,24,Male,1
309,Software Engineer,Master's,8.4,54.2,65.3,64.1,58.5,0,1,17.1,1,9.6,1.0,57.9,5.6,8.2,No,33,Male,0
310,Software Engineer,Master's,10.5,65.7,60.1,65.1,56.1,1,4,27.6,2,50.4,0.0,51.0,7.0,7.7,Yes,26,Male,0
311,Data Analyst,Master's,5.3,43.2,80.0,42.9,65.0,1,3,53.5,0,7.6,2.0,75.5,4.4,6.3,Open to Remote,32,Male,0
312,Data Analyst,Master's,0.0,53.2,80.2,59.6,62.9,1,4,73.6,2,45.5,0.0,49.9,5.4,9.8,No,22,Male,0
313,Software Engineer,Bachelor's,0.0,63.8,56.1,47.1,58.6,0,3,36.0,1,32.6,0.0,54.9,4.3,4.3,No,21,Female,0
314,Data Analyst,Master's,10.0,81.8,46.4,60.2,75.4,0,4,45.8,4,28.1,1.0,63.6,5.4,6.7,Open to Remote,34,Female,1
315,Data Analyst,Bachelor's,4.8,72.0,50.0,81.5,70.4,1,5,100.0,3,53.9,0.0,67.5,3.9,5.0,No,31,Female,1
316,Data Analyst,PhD,4.3,74.6,33.8,65.4,57.3,1,3,83.4,3,47.0,2.0,22.7,5.1,5.9,Yes,35,Female,1
317,Data Analyst,Bachelor's,2.9,64.6,63.9,92.5,67.7,0,7,100.0,1,0.0,1.0,62.4,4.7,3.5,Yes,26,Male,0
318,Sales Executive,Bachelor's,1.1,57.3,54.8,78.3,76.6,1,5,73.5,0,25.6,0.0,20.4,9.1,0.0,Yes,24,Female,1
319,Software Engineer,Master's,7.8,56.9,47.9,52.5,48.6,0,2,61.8,2,19.7,0.0,46.9,7.8,10.0,No,37,Female,1
320,Strategy Consultant,Master's,0.0,39.0,53.0,69.7,53.3,1,5,56.5,2,38.5,0.0,62.6,7.6,5.0,Yes,21,Female,0
321,Strategy Consultant,Bachelor's,2.0,56.1,71.8,72.1,69.9,1,2,23.2,1,27.2,1.0,95.4,3.5,5.3,No,37,Male,0
322,Data Analyst,Bachelor's,1.0,60.8,58.5,64.8,64.9,1,4,37.5,2,49.4,0.0,35.3,6.7,3.4,Open to Remote,37,Female,0
323,Data Analyst,High School,4.5,64.8,64.8,45.1,70.1,1,4,63.5,1,41.1,0.0,39.6,7.3,4.7,Open to Remote,34,Female,0
324,Data Analyst,Bachelor's,1.3,62.5,62.5,56.5,59.6,0,3,73.4,1,6.5,0.0,21.9,4.8,7.7,Open to Remote,25,Female,0
325,Strategy Consultant,Master's,0.0,68.8,75.7,59.1,84.0,1,1,43.6,3,25.9,1.0,42.7,8.0,0.7,Yes,24,Female,0
326,Sales Executive,Bachelor's,2.1,64.6,46.5,90.4,65.2,1,3,68.3,2,24.1,2.0,100.0,8.9,0.0,Yes,28,Female,1
327,Strategy Consultant,PhD,0.0,40.6,64.7,41.1,52.5,1,1,36.6,0,36.5,1.0,18.4,3.3,1.9,Yes,21,Female,0
328,Data Analyst,Bachelor's,1.0,38.6,39.8,62.4,45.1,1,3,55.1,2,21.1,0.0,0.0,7.4,2.3,Open to Remote,23,Female,0
329,Sales Executive,High School,4.3,34.3,54.2,52.2,71.7,0,5,74.2,1,28.6,0.0,66.2,6.6,0.0,Open to Remote,33,Female,0
330,Software Engineer,Bachelor's,6.7,56.5,66.3,61.5,57.0,0,5,90.9,2,47.3,0.0,71.3,2.8,10.0,No,33,Female,0
331,Sales Executive,Master's,0.0,57.5,52.3,69.0,56.8,0,2,54.4,3,37.1,1.0,55.4,7.3,0.3,No,23,Male,0
332,Software Engineer,Bachelor's,3.6,83.8,93.7,27.7,68.5,1,7,100.0,3,70.8,2.0,63.5,4.7,8.8,No,33,Female,1
333,Sales Executive,High School,5.5,29.5,57.4,89.1,55.5,0,3,42.7,3,25.3,0.0,63.1,8.7,0.4,Yes,32,Male,0
334,Strategy Consultant,Master's,9.9,38.7,69.7,32.3,49.5,0,6,91.4,4,53.9,0.0,65.8,7.7,1.5,Yes,38,Male,1
335,Software Engineer,Master's,6.4,47.8,72.5,54.5,72.3,0,1,50.8,1,30.0,0.0,31.5,6.6,7.1,No,32,Male,0
336,Sales Executive,Bachelor's,7.2,47.0,86.7,85.4,74.1,1,0,1.1,3,38.6,0.0,26.7,5.4,0.0,No,35,Male,0
337,Software Engineer,Bachelor's,2.8,69.3,68.8,75.7,73.6,1,5,96.2,3,0.0,0.0,37.2,4.7,5.7,Yes,32,Male,0
338,Sales Executive,Bachelor's,4.8,56.8,21.6,50.8,41.4,0,3,38.5,3,30.6,0.0,38.8,6.4,2.6,Yes,35,Male,0
339,Software Engineer,Master's,0.0,77.5,71.5,47.3,59.1,0,3,56.8,4,8.2,0.0,73.9,6.8,7.7,No,21,Male,0
340,Strategy Consultant,Bachelor's,3.5,59.2,58.8,86.3,69.7,1,3,71.5,1,12.1,2.0,75.9,9.3,1.0,Yes,28,Female,0
341,Software Engineer,Master's,4.8,46.9,36.2,72.3,52.7,0,3,38.7,3,34.5,1.0,44.9,6.6,2.5,No,29,Female,0
342,Strategy Consultant,PhD,0.0,40.6,97.5,89.2,88.8,0,4,54.9,3,82.1,0.0,55.8,4.8,2.1,Yes,28,Other,1
343,Strategy Consultant,Master's,5.8,64.2,94.2,100.0,74.2,0,5,81.1,1,37.1,0.0,54.2,5.6,0.0,Yes,32,Male,1
344,Sales Executive,High School,4.3,36.9,41.4,67.4,66.4,1,10,76.3,0,0.0,0.0,32.5,7.8,0.0,Open to Remote,33,Male,1
345,Sales Executive,Bachelor's,5.6,20.6,41.5,80.6,46.1,0,2,33.9,2,33.0,0.0,27.5,9.3,0.0,No,31,Female,1
346,Sales Executive,High School,2.8,57.1,57.4,69.8,63.4,0,1,36.8,1,30.4,0.0,55.6,6.8,1.2,Yes,28,Male,1
347,Strategy Consultant,Master's,0.6,41.3,58.7,40.4,33.4,1,2,61.7,0,17.0,0.0,65.5,6.1,0.8,Yes,25,Female,0
348,Software Engineer,Master's,6.0,85.9,63.0,53.6,74.5,0,3,92.0,4,43.4,0.0,69.7,2.4,6.1,Yes,36,Female,1
349,Sales Executive,Bachelor's,2.0,44.7,44.3,45.1,33.2,1,4,37.6,3,24.9,0.0,47.2,5.9,4.0,Yes,31,Male,0
350,Software Engineer,Bachelor's,0.8,65.8,59.0,47.2,61.7,1,5,71.1,2,36.2,0.0,84.3,7.0,7.1,Yes,23,Male,1
351,Sales Executive,Bachelor's,4.0,65.4,33.9,53.0,54.9,0,3,48.2,4,48.2,1.0,87.6,2.2,0.0,No,28,Male,0
352,Software Engineer,Bachelor's,0.0,50.5,77.4,61.6,58.5,1,7,77.7,2,42.6,1.0,22.4,7.7,5.6,Open to Remote,21,Female,0
353,Sales Executive,High School,1.7,66.5,73.1,63.3,42.6,1,0,71.8,2,45.8,1.0,32.9,7.8,1.5,No,29,Male,0
354,Sales Executive,Bachelor's,2.0,35.4,53.5,48.2,71.2,0,3,55.5,1,38.1,0.0,19.9,7.2,2.5,No,28,Female,0
355,Data Analyst,Master's,2.0,67.4,67.5,73.0,56.7,0,4,54.1,3,38.1,0.0,74.9,1.4,2.8,No,26,Female,0
356,Data Analyst,Bachelor's,3.0,67.6,77.4,50.9,68.0,0,3,33.7,2,25.8,1.0,51.3,7.4,2.8,Open to Remote,39,Male,0
357,Sales Executive,High School,4.0,38.6,55.0,68.5,45.2,1,2,61.6,5,64.8,0.0,50.8,10.0,2.1,Yes,22,Male,0
358,Sales Executive,Bachelor's,2.9,33.6,80.9,60.3,69.7,0,4,45.8,2,12.6,0.0,60.5,6.5,1.2,No,33,Male,1
359,Data Analyst,High School,2.5,59.5,48.3,77.2,57.8,1,2,35.9,2,0.0,2.0,54.6,4.5,5.8,No,42,Male,0
360,Sales Executive,Master's,1.8,29.8,67.9,79.1,49.5,1,3,52.4,4,8.2,0.0,34.6,6.4,0.0,Open to Remote,35,Female,0
361,Strategy Consultant,Bachelor's,4.5,79.4,70.3,60.8,77.3,1,4,78.2,2,0.0,1.0,37.9,8.0,2.8,Open to Remote,29,Female,0
362,Software Engineer,Master's,0.0,62.8,48.2,26.3,30.4,1,3,50.2,1,33.2,0.0,51.0,7.5,8.7,Open to Remote,22,Female,0
363,Software Engineer,Master's,0.0,87.4,98.7,92.7,87.7,1,7,71.2,0,17.7,2.0,77.9,6.7,8.4,No,21,Male,0
