candidate_id,job_role,education_level,years_experience,technical_skill_score,aptitude_score,communication_score,interview_score,internship_experience,projects_count,project_quality_score,certifications_count,certification_prestige_score,competition_awards_count,ats_score,linkedin_profile_score,github_coding_profile_score,relocation_preference,age,gender,selected,selection_probability,hiring_score,rank_in_role,role_applicant_count,percentile_in_role
147,Data Analyst,Bachelor's,0.3,41.6,32.7,53.6,39.5,1,5,63.9,0,28.9,1.0,26.7,6.5,3.3,No,29,Male,0,0.0572,5.7,973,994,2.1
148,Data Analyst,Bachelor's,9.0,72.4,71.0,68.9,79.8,0,2,55.3,4,35.9,0.0,69.6,6.6,5.4,No,31,Female,0,0.5636,56.4,131,994,86.8
149,Data Analyst,Master's,2.8,53.0,81.4,79.7,86.4,0,4,82.5,2,7.3,0.0,61.4,6.4,4.1,Open to Remote,27,Female,0,0.7533,75.3,13,994,98.8
150,Software Engineer,Bachelor's,0.0,76.0,63.1,43.1,53.5,0,1,53.8,0,3.0,1.0,45.5,6.1,8.4,Open to Remote,21,Female,0,0.0958,9.6,994,1221,18.6
151,Strategy Consultant,Master's,2.8,58.1,80.2,42.2,79.4,1,1,23.3,5,58.8,1.0,22.3,9.1,3.8,Yes,28,Male,0,0.1122,11.2,443,804,45.0
152,Strategy Consultant,Bachelor's,0.5,64.5,78.1,97.7,63.0,0,3,67.8,4,37.7,0.0,45.6,9.1,0.0,Open to Remote,31,Female,0,0.0946,9.5,480,804,40.1
153,Software Engineer,Master's,1.1,73.8,65.2,62.3,74.3,0,2,67.1,0,0.0,1.0,59.9,5.8,4.8,Open to Remote,33,Female,0,0.235,23.5,562,1221,54.1
154,Sales Executive,High School,2.6,61.9,57.0,73.4,53.8,0,4,33.5,2,62.7,1.0,23.6,10.0,0.0,No,28,Female,0,0.2091,20.9,697,981,29.0
155,Software Engineer,Bachelor's,0.0,90.8,85.2,52.6,68.0,1,5,55.9,0,0.0,0.0,48.2,8.3,9.0,Open to Remote,21,Male,0,0.4085,40.8,319,1221,73.9
156,Sales Executive,High School,2.6,48.9,40.5,43.6,45.2,1,3,88.8,4,70.5,0.0,77.8,7.3,1.5,No,21,Male,0,0.1152,11.5,878,981,10.6
157,Software Engineer,Bachelor's,4.9,74.8,76.6,58.1,64.7,1,2,48.5,3,60.0,1.0,56.7,4.3,6.8,Yes,41,Female,0,0.1891,18.9,664,1221,45.7
158,Sales Executive,Bachelor's,0.0,36.6,37.3,67.0,13.1,0,3,43.4,1,41.1,0.0,100.0,6.3,0.6,No,22,Female,0,0.1761,17.6,752,981,23.3
159,Sales Executive,Bachelor's,3.8,30.2,43.1,75.8,57.4,0,4,52.4,3,52.7,0.0,55.7,7.2,0.0,Yes,38,Female,1,0.6196,62.0,138,981,85.8
160,Sales Executive,Bachelor's,1.0,64.2,72.9,75.5,80.1,1,3,45.7,4,29.0,0.0,51.6,6.4,2.9,No,23,Female,0,0.3653,36.5,432,981,56.0
161,Software Engineer,Bachelor's,2.3,79.1,46.9,4.3,41.3,1,3,29.8,2,19.4,0.0,41.2,3.5,7.4,No,28,Female,0,0.0543,5.4,1204,1221,1.3
162,Strategy Consultant,Bachelor's,7.8,60.3,68.4,77.3,65.8,0,3,35.9,3,75.9,0.0,31.6,4.4,4.9,No,33,Female,0,0.0572,5.7,697,804,13.2
163,Software Engineer,Bachelor's,2.0,61.1,100.0,57.8,67.1,1,2,38.8,2,51.6,0.0,57.8,4.7,6.9,Open to Remote,24,Male,0,0.1263,12.6,872,1221,28.5
164,Software Engineer,Bachelor's,6.4,94.4,80.4,59.8,57.6,0,1,45.3,2,40.5,0.0,53.4,4.3,7.6,No,39,Male,0,0.2487,24.9,537,1221,56.0
165,Sales Executive,High School,2.3,41.6,43.9,72.2,31.2,0,7,60.6,0,5.2,1.0,43.4,3.2,0.0,Yes,29,Male,0,0.1543,15.4,790,981,19.6
166,Data Analyst,Bachelor's,3.7,53.0,59.5,60.7,67.3,1,7,51.0,2,12.8,0.0,56.5,7.2,3.6,No,32,Female,0,0.211,21.1,535,994,46.1
167,Strategy Consultant,Bachelor's,5.0,41.4,69.4,72.6,73.5,1,3,40.5,5,28.3,0.0,36.2,8.6,0.8,Open to Remote,27,Male,0,0.0667,6.7,622,804,22.6
168,Strategy Consultant,Bachelor's,3.7,73.6,91.7,74.1,86.4,1,3,80.2,2,16.7,1.0,75.1,7.7,3.6,Yes,33,Male,1,0.5295,53.0,73,804,91.0
169,Data Analyst,Bachelor's,6.8,48.3,53.0,67.1,60.8,0,5,52.4,5,46.3,0.0,57.1,1.3,4.0,Yes,38,Female,0,0.2173,21.7,524,994,47.4
170,Strategy Consultant,Master's,4.0,38.7,56.1,74.2,65.7,1,3,46.3,2,34.0,0.0,37.4,6.1,0.0,Yes,28,Female,0,0.2955,29.6,215,804,73.4
171,Software Engineer,Master's,5.5,100.0,75.7,82.7,95.2,1,1,82.0,1,28.3,0.0,69.2,6.4,3.9,Yes,39,Male,1,0.7977,79.8,1,1221,100.0
172,Data Analyst,Master's,1.0,79.1,42.8,49.1,48.3,1,0,31.4,2,73.4,0.0,13.6,8.0,10.0,Yes,25,Male,0,0.0854,8.5,890,994,10.5
173,Software Engineer,Master's,2.3,59.0,51.3,49.4,56.0,0,5,100.0,2,60.8,0.0,62.1,9.8,5.7,Yes,34,Female,0,0.2615,26.2,514,1221,58.0
174,Strategy Consultant,Bachelor's,1.7,33.8,70.7,95.4,62.9,1,3,64.2,2,5.5,0.0,55.5,6.5,0.0,No,32,Male,0,0.0567,5.7,697,804,13.2
175,Software Engineer,Master's,0.0,44.9,64.5,52.7,50.1,1,2,46.9,0,1.6,0.0,9.8,5.8,7.4,No,23,Male,0,0.0597,6.0,1175,1221,3.5
176,Software Engineer,Bachelor's,4.7,71.5,44.5,69.0,76.2,0,6,73.0,3,18.6,0.0,20.5,6.5,7.5,Open to Remote,30,Male,0,0.3024,30.2,452,1221,63.0
177,Data Analyst,Bachelor's,10.5,75.9,73.3,62.0,89.2,1,5,96.9,0,38.8,0.0,52.5,4.3,6.7,Open to Remote,29,Male,1,0.7242,72.4,26,994,97.5
178,Strategy Consultant,Master's,0.0,72.8,80.3,66.6,44.7,1,2,41.4,4,60.7,1.0,45.2,5.0,1.4,Yes,24,Female,0,0.0897,9.0,493,804,38.6
179,Strategy Consultant,Bachelor's,1.2,21.6,62.1,84.8,52.8,1,2,30.7,1,14.3,0.0,44.0,8.3,0.0,Yes,31,Male,0,0.1384,13.8,393,804,51.1
180,Sales Executive,Bachelor's,2.0,25.1,79.9,82.8,58.0,1,3,74.5,4,43.0,1.0,47.2,8.4,0.0,Open to Remote,30,Male,0,0.6195,62.0,138,981,85.8
181,Strategy Consultant,Bachelor's,6.7,48.2,77.1,47.0,70.4,0,4,51.7,3,42.8,0.0,82.5,6.1,3.3,Yes,29,Male,1,0.3434,34.3,170,804,78.9
182,Strategy Consultant,Bachelor's,4.1,91.8,56.9,72.6,57.2,1,2,51.1,0,28.4,0.0,55.6,3.4,3.0,No,29,Male,0,0.058,5.8,687,804,14.1
183,Data Analyst,High School,3.9,78.3,92.3,45.1,35.0,0,3,49.6,3,63.3,1.0,71.5,1.2,5.9,Open to Remote,28,Male,0,0.1267,12.7,732,994,26.3
184,Data Analyst,Bachelor's,3.0,70.6,60.2,79.1,80.3,1,4,30.4,2,35.6,0.0,48.0,5.4,8.2,Open to Remote,27,Female,0,0.4212,42.1,257,994,74.2
185,Sales Executive,High School,1.8,26.6,57.7,100.0,73.2,0,1,52.2,1,20.3,0.0,54.2,6.9,0.5,No,30,Male,0,0.3493,34.9,463,981,52.9
186,Sales Executive,High School,7.0,13.2,47.7,100.0,32.5,0,3,41.2,2,39.7,1.0,34.8,6.5,3.5,No,25,Male,0,0.1367,13.7,834,981,15.0
187,Data Analyst,Master's,8.9,65.6,77.4,65.4,67.6,1,4,82.9,2,27.3,1.0,29.9,7.3,4.0,Yes,45,Male,1,0.5959,59.6,107,994,89.3
188,Software Engineer,Bachelor's,0.0,68.5,57.8,48.1,76.5,1,3,55.5,5,60.5,0.0,44.6,5.9,10.0,No,21,Female,0,0.3238,32.4,419,1221,65.6
189,Sales Executive,Bachelor's,3.0,41.0,48.7,79.8,44.0,1,2,36.7,1,20.8,1.0,57.6,3.0,0.0,Yes,25,Male,1,0.2738,27.4,573,981,41.5
190,Software Engineer,Master's,2.0,64.3,62.6,40.9,56.8,1,2,39.3,2,55.4,0.0,32.7,9.5,4.4,No,26,Female,0,0.0874,8.7,1039,1221,14.9
191,Strategy Consultant,Bachelor's,2.0,38.8,64.5,100.0,74.0,0,3,62.0,1,50.1,0.0,51.1,1.5,0.0,Open to Remote,41,Female,0,0.062,6.2,651,804,18.7
192,Software Engineer,Master's,10.5,55.3,81.1,72.9,52.1,1,5,52.1,4,41.6,0.0,60.0,4.4,10.0,Open to Remote,21,Female,0,0.2299,23.0,569,1221,53.5
193,Software Engineer,Bachelor's,6.5,90.8,46.1,59.6,59.7,0,0,54.2,2,73.1,0.0,69.2,3.5,10.0,No,32,Female,0,0.3339,33.4,407,1221,66.7
194,Strategy Consultant,PhD,2.0,36.7,71.4,85.0,43.7,0,2,43.7,2,35.6,0.0,63.8,7.5,0.0,No,30,Male,0,0.0781,7.8,546,804,31.8
195,Software Engineer,PhD,3.0,65.9,66.3,47.6,57.6,0,0,21.0,1,32.9,1.0,96.9,2.9,5.5,Yes,31,Female,0,0.0669,6.7,1129,1221,7.3
196,Software Engineer,Bachelor's,0.4,69.4,63.1,38.4,47.2,1,5,62.8,0,46.3,0.0,31.7,6.8,1.7,No,36,Female,0,0.0983,9.8,986,1221,19.2
197,Sales Executive,High School,9.0,55.6,69.5,41.8,57.4,0,1,42.9,0,57.9,1.0,46.1,6.4,0.0,Open to Remote,36,Male,0,0.2965,29.6,542,981,44.8
198,Strategy Consultant,Bachelor's,4.0,37.2,49.4,71.2,60.4,1,0,25.6,2,55.0,0.0,47.9,7.9,0.4,Yes,26,Female,0,0.1129,11.3,441,804,45.2
199,Software Engineer,Master's,6.0,84.7,73.5,51.9,86.5,0,1,85.5,1,28.3,0.0,50.9,0.7,6.4,Open to Remote,30,Male,1,0.7061,70.6,47,1221,96.2
200,Data Analyst,Master's,0.0,56.3,49.3,67.8,86.2,1,4,65.1,3,30.9,0.0,77.2,5.1,0.4,No,21,Female,0,0.394,39.4,289,994,71.0
201,Sales Executive,Bachelor's,8.0,42.6,47.4,75.2,57.9,1,3,47.3,1,30.8,0.0,75.3,8.4,0.0,Yes,30,Female,1,0.7152,71.5,52,981,94.8
202,Strategy Consultant,Bachelor's,2.0,74.6,51.8,77.1,64.8,1,2,47.8,1,36.5,1.0,100.0,4.2,5.1,No,24,Female,0,0.06,6.0,673,804,15.9
203,Data Analyst,Bachelor's,6.0,50.5,63.0,72.2,57.3,1,3,49.0,0,25.8,0.0,49.6,6.1,7.5,Yes,28,Male,0,0.23,23.0,501,994,49.6
204,Software Engineer,PhD,0.0,80.8,56.3,33.1,45.2,1,2,45.3,4,40.9,0.0,37.0,6.1,7.3,Open to Remote,21,Female,1,0.1413,14.1,798,1221,34.6
205,Software Engineer,Master's,6.3,85.1,89.6,68.0,85.8,0,5,60.7,4,30.3,0.0,56.5,6.0,7.4,No,31,Female,1,0.7376,73.8,30,1221,97.6
206,Software Engineer,Bachelor's,0.0,74.6,68.6,48.9,57.9,1,3,71.2,1,28.4,0.0,39.1,4.8,7.0,Yes,21,Male,0,0.1168,11.7,916,1221,24.9
207,Software Engineer,Bachelor's,2.4,68.2,71.6,62.8,73.5,0,4,92.2,0,4.0,0.0,73.5,7.0,6.7,No,30,Female,0,0.4288,42.9,297,1221,75.7
208,Sales Executive,High School,0.8,76.9,38.4,90.3,58.8,0,5,65.0,0,0.0,0.0,74.1,7.7,1.0,Yes,22,Female,1,0.5856,58.6,170,981,82.8
209,Software Engineer,Bachelor's,2.0,69.8,76.1,70.4,66.3,0,3,66.7,4,27.2,0.0,72.7,6.1,3.5,No,24,Female,0,0.2011,20.1,632,1221,48.3
210,Data Analyst,PhD,0.2,68.1,92.6,61.9,78.5,0,1,34.5,2,21.9,0.0,98.7,4.3,4.4,Open to Remote,36,Other,0,0.1662,16.6,620,994,37.6
211,Sales Executive,High School,6.8,40.0,68.0,77.7,60.1,0,6,69.9,3,22.0,0.0,50.2,5.0,0.0,No,33,Male,1,0.4869,48.7,281,981,71.5
212,Sales Executive,Bachelor's,8.5,47.3,35.3,88.4,35.0,1,6,46.6,3,42.0,0.0,38.8,8.0,0.5,Open to Remote,36,Male,0,0.2564,25.6,613,981,37.6
213,Software Engineer,Master's,1.0,84.5,58.0,32.5,58.2,1,5,60.0,0,0.0,0.0,60.1,4.1,7.9,Yes,38,Male,1,0.221,22.1,589,1221,51.6
214,Strategy Consultant,Bachelor's,2.0,45.9,73.6,55.7,48.0,1,1,23.8,3,14.3,0.0,31.9,9.4,0.0,Yes,24,Male,0,0.0639,6.4,639,804,20.3
215,Sales Executive,High School,0.9,13.4,46.3,70.8,57.5,1,3,39.4,3,62.4,1.0,29.4,10.0,1.6,No,38,Male,0,0.1517,15.2,792,981,19.4
216,Sales Executive,Bachelor's,0.0,52.7,93.0,55.0,77.2,0,5,44.8,2,48.9,0.0,53.3,5.6,0.8,Yes,21,Female,1,0.4454,44.5,329,981,66.6
217,Software Engineer,Bachelor's,7.5,53.8,57.8,50.9,26.6,0,1,1.8,0,22.3,0.0,63.2,3.9,8.0,No,33,Male,0,0.0513,5.1,1212,1221,0.8
218,Software Engineer,Master's,2.0,81.1,64.3,50.1,74.8,0,2,31.7,0,44.1,0.0,43.5,6.4,7.8,Yes,26,Female,0,0.2211,22.1,589,1221,51.6
219,Strategy Consultant,Bachelor's,1.0,50.0,63.0,71.3,66.0,1,1,37.9,2,15.8,0.0,26.1,7.1,0.0,No,23,Male,0,0.0493,4.9,769,804,4.0
220,Data Analyst,Master's,2.6,79.1,71.5,59.1,52.0,0,0,29.5,0,30.8,0.0,73.9,5.4,1.9,No,33,Male,0,0.1099,11.0,799,994,19.5
221,Data Analyst,Master's,0.2,50.8,88.7,76.0,81.5,1,2,36.8,4,40.1,1.0,35.1,6.7,2.0,Open to Remote,35,Female,1,0.6036,60.4,103,994,89.7
222,Data Analyst,Master's,1.2,57.0,69.7,68.6,49.5,1,4,65.9,3,28.3,0.0,57.1,6.9,3.0,No,34,Female,0,0.1496,15.0,664,994,33.1
223,Sales Executive,Bachelor's,3.0,39.9,51.7,73.9,69.1,0,3,35.2,5,55.5,1.0,72.7,5.5,2.8,No,30,Male,0,0.1951,19.5,717,981,26.9
224,Strategy Consultant,Master's,1.4,27.8,55.9,65.0,41.5,1,3,44.9,4,26.2,0.0,63.0,4.8,2.6,No,30,Female,0,0.047,4.7,787,804,1.9
225,Software Engineer,Master's,6.8,86.7,83.1,54.3,56.1,0,0,84.5,2,57.1,0.0,73.4,1.8,6.0,Open to Remote,32,Male,0,0.5731,57.3,157,1221,87.1
226,Strategy Consultant,Master's,7.0,25.6,69.8,69.6,79.7,1,6,56.8,0,7.8,0.0,68.1,3.1,0.3,Yes,31,Male,0,0.3961,39.6,131,804,83.8
227,Software Engineer,Bachelor's,4.6,86.5,62.2,92.8,62.9,0,5,72.3,2,6.2,0.0,66.3,3.6,4.1,Yes,32,Male,1,0.3803,38.0,344,1221,71.8
228,Sales Executive,High School,1.0,51.4,19.9,53.1,32.9,1,0,42.3,1,28.3,2.0,30.6,6.3,0.0,Yes,30,Female,0,0.081,8.1,944,981,3.9
229,Sales Executive,Bachelor's,8.7,42.0,53.1,61.1,44.7,0,5,47.9,1,35.5,0.0,99.6,8.6,1.9,No,34,Male,0,0.2095,21.0,690,981,29.5
230,Software Engineer,Bachelor's,0.0,75.2,59.0,38.9,52.2,1,5,61.9,3,19.4,0.0,67.6,6.7,6.0,Open to Remote,21,Female,0,0.1145,11.5,925,1221,24.2
231,Software Engineer,Master's,3.5,74.8,37.6,59.0,66.5,0,2,52.7,6,55.6,0.0,68.1,6.4,6.3,Open to Remote,28,Female,1,0.2718,27.2,503,1221,58.8
232,Data Analyst,Bachelor's,0.0,59.0,82.8,63.4,68.4,1,2,53.2,2,27.0,0.0,58.2,5.1,6.5,Yes,21,Male,0,0.212,21.2,530,994,46.6
233,Strategy Consultant,Bachelor's,1.2,54.5,64.0,61.4,71.8,1,3,37.6,1,4.8,0.0,19.5,10.0,2.0,Open to Remote,31,Female,0,0.053,5.3,727,804,9.2
234,Sales Executive,High School,2.6,56.0,83.4,88.4,80.0,0,0,46.8,3,19.5,1.0,36.5,4.6,0.5,Yes,39,Male,0,0.4055,40.6,379,981,61.4
235,Strategy Consultant,Master's,2.0,35.8,93.2,75.5,46.8,1,3,76.6,3,34.7,0.0,81.7,6.0,3.6,Yes,26,Male,1,0.5721,57.2,53,804,93.5
236,Strategy Consultant,Master's,4.3,55.2,61.2,84.1,73.7,0,2,14.1,2,49.3,1.0,15.2,7.2,0.0,Yes,30,Male,0,0.2624,26.2,237,804,70.6
237,Data Analyst,Master's,4.7,25.6,88.5,78.1,65.7,1,3,52.7,1,39.3,0.0,44.0,3.3,2.9,No,34,Male,0,0.3241,32.4,379,994,62.0
238,Sales Executive,Bachelor's,0.0,16.1,79.2,43.0,36.9,1,3,41.2,5,28.3,0.0,49.3,6.4,0.0,Yes,21,Male,0,0.1414,14.1,823,981,16.2
239,Software Engineer,Bachelor's,2.2,78.5,56.6,65.3,92.2,0,1,44.2,2,46.3,0.0,52.5,2.6,9.6,No,26,Male,0,0.2944,29.4,469,1221,61.6
240,Software Engineer,Bachelor's,0.6,63.7,49.5,35.6,56.9,1,3,63.0,3,66.5,0.0,96.3,4.8,5.6,No,31,Female,0,0.1279,12.8,860,1221,29.4
241,Strategy Consultant,Master's,0.0,37.2,39.7,73.7,62.0,0,2,68.0,2,12.5,2.0,18.5,9.5,1.0,Yes,21,Male,0,0.1439,14.4,382,804,52.6
242,Sales Executive,High School,3.2,44.2,60.7,73.9,71.3,0,2,49.9,2,44.3,0.0,36.4,7.3,5.1,Open to Remote,23,Male,0,0.3036,30.4,528,981,46.2
243,Software Engineer,High School,0.6,64.1,50.4,54.5,51.6,1,3,74.5,2,29.9,0.0,62.4,9.4,5.3,No,36,Female,0,0.1061,10.6,955,1221,21.6
244,Data Analyst,Bachelor's,2.1,50.2,74.2,41.9,62.1,0,3,52.4,1,17.2,0.0,60.4,8.3,5.3,Open to Remote,35,Male,0,0.1219,12.2,761,994,23.5
245,Sales Executive,Bachelor's,4.0,20.4,46.5,90.5,56.6,0,2,44.7,1,28.3,1.0,47.1,4.0,1.2,No,31,Female,0,0.206,20.6,705,981,28.1
246,Strategy Consultant,Master's,2.4,20.5,60.3,50.6,36.3,1,5,46.4,3,52.9,0.0,50.5,4.2,1.1,Open to Remote,34,Female,0,0.0484,4.8,778,804,2.9
247,Sales Executive,Bachelor's,3.9,56.1,46.6,86.3,49.2,0,1,43.5,2,4.4,0.0,41.2,9.9,3.0,Yes,30,Male,1,0.6351,63.5,126,981,87.3
248,Data Analyst,Master's,2.3,58.7,48.5,38.5,48.9,1,3,50.7,0,15.7,1.0,47.8,5.3,5.8,Open to Remote,32,Male,0,0.0707,7.1,928,994,6.6
249,Data Analyst,Bachelor's,5.0,79.5,59.6,59.7,73.6,0,4,69.8,1,15.3,0.0,38.8,2.6,5.4,No,27,Male,0,0.2412,24.1,487,994,51.0
250,Data Analyst,Master's,1.5,58.5,57.0,87.1,68.3,1,8,55.8,2,30.1,1.0,62.5,7.4,8.7,No,30,Male,1,0.5029,50.3,181,994,81.9
251,Sales Executive,Bachelor's,3.0,50.3,54.8,100.0,66.9,1,1,21.0,2,25.9,0.0,18.5,10.0,0.0,Yes,25,Male,1,0.5346,53.5,237,981,75.9
252,Strategy Consultant,Bachelor's,3.7,48.1,73.6,45.7,55.2,0,3,73.8,0,0.6,0.0,24.7,9.5,0.0,Yes,37,Female,0,0.0936,9.4,486,804,39.6
253,Data Analyst,PhD,6.6,65.7,51.9,49.4,52.4,1,1,70.8,0,53.4,0.0,73.9,6.1,4.9,Yes,38,Female,0,0.3585,35.8,338,994,66.0
254,Software Engineer,Bachelor's,2.7,71.4,81.5,47.2,84.6,1,4,34.3,2,0.0,0.0,46.0,7.9,8.2,Open to Remote,37,Male,0,0.2071,20.7,620,1221,49.2
255,Software Engineer,Master's,3.0,63.3,62.6,88.8,75.3,1,2,40.8,2,41.1,0.0,100.0,6.5,6.9,No,27,Female,1,0.5453,54.5,184,1221,85.0
256,Sales Executive,Master's,0.0,26.6,77.5,74.0,52.6,0,0,14.5,2,41.2,0.0,37.3,5.1,0.0,Open to Remote,23,Male,0,0.1508,15.1,793,981,19.0
257,Strategy Consultant,Master's,1.6,61.5,75.6,86.1,52.6,1,3,61.0,4,45.2,0.0,46.2,8.7,3.8,No,37,Female,0,0.0791,7.9,544,804,32.4
258,Software Engineer,Bachelor's,3.5,93.9,66.0,59.5,71.1,1,4,70.7,6,63.2,0.0,89.8,5.1,8.8,No,32,Female,0,0.6347,63.5,106,1221,91.4
259,Software Engineer,Bachelor's,1.1,94.9,57.6,37.0,56.5,1,4,84.7,2,42.4,0.0,83.3,9.2,5.7,No,31,Male,0,0.336,33.6,402,1221,67.1
260,Sales Executive,High School,5.0,36.7,64.2,47.1,41.2,0,3,24.7,2,19.1,0.0,45.2,6.3,4.6,Yes,25,Male,0,0.0938,9.4,916,981,6.5
261,Software Engineer,Bachelor's,2.3,59.0,65.5,45.8,67.6,0,3,62.0,3,29.3,0.0,52.9,5.0,6.1,No,32,Male,1,0.132,13.2,839,1221,31.2
262,Strategy Consultant,Master's,0.0,41.7,84.9,100.0,76.0,0,4,50.5,4,37.3,0.0,70.5,4.3,0.4,Yes,22,Female,0,0.3379,33.8,174,804,78.3
263,Data Analyst,Bachelor's,2.9,62.4,92.1,63.9,51.6,1,3,43.4,0,25.2,0.0,59.6,7.0,1.6,Yes,33,Male,0,0.2224,22.2,514,994,48.3
264,Software Engineer,Bachelor's,10.5,69.2,54.1,70.8,72.7,0,1,54.7,0,26.0,1.0,50.6,9.3,7.6,Open to Remote,37,Female,0,0.4338,43.4,288,1221,76.5
265,Strategy Consultant,Master's,3.2,35.0,81.2,48.7,34.7,0,2,38.1,1,1.7,0.0,45.1,6.1,5.2,Yes,39,Male,0,0.0602,6.0,673,804,15.9
266,Software Engineer,Bachelor's,2.9,47.8,73.8,50.1,64.7,1,2,44.5,6,56.5,0.0,91.4,5.7,10.0,Open to Remote,33,Male,0,0.2233,22.3,584,1221,52.2
267,Software Engineer,Master's,0.0,70.7,71.9,66.7,64.0,1,4,89.3,2,17.5,0.0,51.4,4.6,6.2,Yes,21,Female,1,0.3012,30.1,455,1221,62.7
268,Software Engineer,Bachelor's,7.7,17.0,58.5,38.6,38.1,0,8,74.4,2,11.1,1.0,37.9,4.2,5.8,Open to Remote,30,Male,1,0.1272,12.7,866,1221,29.0
269,Software Engineer,Bachelor's,4.3,68.5,58.8,54.0,60.2,1,5,100.0,0,6.4,1.0,56.3,8.0,7.0,No,42,Male,1,0.4037,40.4,323,1221,73.6
270,Software Engineer,Master's,0.0,55.8,56.2,41.8,49.2,1,3,12.8,5,28.5,0.0,55.2,4.2,10.0,Open to Remote,24,Female,0,0.0606,6.1,1170,1221,4.1
271,Software Engineer,Bachelor's,7.0,81.7,55.9,67.4,71.5,1,3,62.3,4,7.8,2.0,45.6,1.3,7.5,No,29,Male,0,0.3732,37.3,355,1221,70.9
272,Software Engineer,Bachelor's,2.8,85.7,52.4,61.0,68.0,1,1,31.7,4,45.5,0.0,93.4,10.0,8.8,Open to Remote,37,Female,1,0.3546,35.5,387,1221,68.3
273,Software Engineer,High School,1.2,86.1,63.4,65.3,94.4,0,0,29.1,4,62.7,1.0,54.2,6.1,8.5,Yes,33,Other,0,0.3015,30.2,452,1221,63.0
274,Sales Executive,Master's,10.5,39.8,43.6,88.1,60.5,1,5,50.1,0,9.7,2.0,60.0,6.3,3.5,Open to Remote,44,Male,1,0.6063,60.6,149,981,84.9
275,Sales Executive,Bachelor's,3.0,28.0,61.5,71.6,56.3,1,2,57.0,1,28.3,0.0,79.9,5.7,2.9,Yes,25,Female,0,0.5279,52.8,245,981,75.1
276,Data Analyst,PhD,0.0,52.8,68.9,75.0,56.9,1,4,52.5,2,45.3,1.0,46.6,6.6,3.6,Yes,23,Male,0,0.425,42.5,252,994,74.7
277,Data Analyst,Bachelor's,5.4,69.3,70.5,51.2,67.9,0,4,44.2,2,12.5,0.0,65.5,3.2,5.3,No,36,Female,0,0.1649,16.5,623,994,37.4
278,Data Analyst,Bachelor's,0.0,40.3,63.9,69.4,45.3,0,2,56.0,1,6.3,1.0,25.7,4.3,4.0,No,22,Other,0,0.0589,5.9,966,994,2.8
279,Strategy Consultant,PhD,0.0,70.9,73.0,40.4,74.7,1,2,32.0,2,1.2,1.0,42.4,7.4,3.1,Yes,28,Female,0,0.1694,16.9,341,804,57.5
280,Strategy Consultant,PhD,1.0,45.0,68.3,58.8,39.0,1,5,93.6,2,34.5,0.0,54.3,4.8,2.1,No,29,Female,0,0.0534,5.3,727,804,9.2
281,Software Engineer,Bachelor's,4.5,77.5,76.7,89.7,71.4,1,2,32.0,2,40.0,0.0,51.7,3.2,8.2,No,35,Male,1,0.4175,41.8,310,1221,74.7
282,Software Engineer,Bachelor's,0.6,43.3,58.4,64.2,35.6,1,3,45.8,1,22.7,1.0,66.2,4.5,7.8,No,33,Female,0,0.0585,5.9,1185,1221,2.9
283,Software Engineer,Master's,8.0,56.1,70.6,64.2,68.3,0,2,83.5,0,0.3,0.0,44.1,4.9,3.7,Yes,32,Male,0,0.4303,43.0,295,1221,75.9
284,Software Engineer,Master's,1.3,41.4,45.4,42.6,37.9,0,0,26.6,3,35.1,0.0,45.5,5.0,8.2,No,27,Female,0,0.0495,5.0,1214,1221,0.5
285,Sales Executive,Master's,7.4,60.3,65.7,58.6,69.6,0,3,63.7,3,50.5,0.0,43.0,6.5,0.0,Yes,36,Male,1,0.704,70.4,62,981,93.7
286,Data Analyst,Bachelor's,4.2,62.6,59.6,56.0,47.7,1,4,60.8,2,41.5,0.0,78.3,6.1,2.8,No,53,Male,0,0.2017,20.2,560,994,43.7
287,Software Engineer,Bachelor's,0.7,78.6,51.3,54.0,68.2,0,1,49.6,4,53.9,0.0,56.1,4.1,9.5,No,33,Male,0,0.1564,15.6,755,1221,38.2
288,Data Analyst,Master's,3.3,66.0,50.9,88.7,76.4,0,3,43.1,2,35.9,1.0,44.0,6.1,4.2,Open to Remote,30,Male,1,0.502,50.2,182,994,81.6
289,Data Analyst,Bachelor's,0.0,72.0,49.7,75.3,69.0,0,3,67.8,5,73.5,0.0,41.0,4.3,2.0,No,21,Male,1,0.3807,38.1,304,994,69.5
290,Software Engineer,Bachelor's,0.9,64.9,57.8,56.6,60.2,0,3,81.4,3,17.0,0.0,34.8,5.3,5.6,Open to Remote,25,Male,0,0.1165,11.6,920,1221,24.6
291,Strategy Consultant,Bachelor's,5.0,46.9,94.5,71.0,71.3,0,4,23.1,1,10.4,0.0,65.9,5.2,2.6,Yes,28,Female,1,0.1743,17.4,338,804,58.1
292,Software Engineer,Bachelor's,4.0,68.6,55.4,66.4,52.9,1,5,53.9,3,17.8,1.0,55.9,1.9,6.0,No,26,Female,1,0.1213,12.1,896,1221,26.5
293,Strategy Consultant,Master's,3.5,56.1,38.9,50.2,36.0,1,4,50.9,5,42.4,1.0,100.0,7.1,3.4,No,29,Male,0,0.0534,5.3,727,804,9.2
294,Software Engineer,Bachelor's,2.7,76.5,70.5,26.2,63.6,0,2,39.0,1,51.8,0.0,48.5,7.6,9.0,Yes,40,Female,0,0.1854,18.5,669,1221,45.0
